CODIGO_CARRERA,UNI_CODIGO,NOMBRE_CARRERA,NOMBRE_UNIVERSIDAD,REGION_CASA_MATRIZ,%_NOTAS,%_Ranking,%_LENG,%_MATE1,%_MATE2,%_HYCS,%_CIEN,EXIGE_MATE2,PROM_MINIMO_LENMAT,PONDERADO_MINIMO,VACANTES_1SEM,SC_1S,VACANTES_2SEM,SC_2S,RESTRINGE_SEXO,PRUEBA_ESPECIAL,TIPO_PE,PONDERACION_PE,PO_ALTERNATIVA,MAX_POST_UNIV,EXCLUYE_DESDE_PREFERENCIA,CDP_VACANTES_ESPECIALES,CAR_PEDAGOGIA,CAR_MIN_RKG,CAR_SEL_PEDA,PACE,CAR_VACANTES_PACE,REG_CODIGO,VACANTES_GENERO,CAR_CIENCIAS_TECNOLOGIA,ACREDITADA_3AHNOS
49114,49,PEDAGOGÍA EN INGLÉS,UNIVERSIDAD AUTONOMA DE CHILE,9,10,30,40,10,0,10.0,10.0,N,458,,35,15.0,,,,N,,,S,21,21,2.0,S,,1,N,0,13,,N,
49119,49,ADMINISTRACIÓN PÚBLICA,UNIVERSIDAD AUTONOMA DE CHILE,9,10,30,30,20,0,10.0,10.0,N,458,,30,10.0,,,,N,,,S,21,21,2.0,N,,0,N,0,13,,N,
49120,49,ODONTOLOGÍA,UNIVERSIDAD AUTONOMA DE CHILE,9,10,20,30,30,0,,10.0,N,505,505.0,50,20.0,,,,N,,,N,21,21,2.0,N,,0,N,0,13,,N,
49201,49,ENFERMERÍA,UNIVERSIDAD AUTONOMA DE CHILE,9,10,20,35,25,0,10.0,10.0,N,458,,85,25.0,,,,N,,,S,21,21,2.0,N,,0,N,0,7,,N,
49202,49,FONOAUDIOLOGÍA,UNIVERSIDAD AUTONOMA DE CHILE,9,10,30,30,20,0,10.0,10.0,N,458,,50,20.0,,,,N,,,S,21,21,2.0,N,,0,N,0,7,,N,
49203,49,KINESIOLOGÍA,UNIVERSIDAD AUTONOMA DE CHILE,9,10,20,30,30,0,10.0,10.0,N,458,,75,25.0,,,,N,,,S,21,21,2.0,N,,0,N,0,7,,N,
49204,49,MEDICINA,UNIVERSIDAD AUTONOMA DE CHILE,9,10,20,35,25,0,,10.0,N,625,625.0,55,20.0,,,,N,,,N,21,21,2.0,N,,0,N,0,7,,N,
49205,49,OBSTETRICIA Y PUERICULTURA,UNIVERSIDAD AUTONOMA DE CHILE,9,10,20,35,25,0,10.0,10.0,N,458,,70,15.0,,,,N,,,S,21,21,2.0,N,,0,N,0,7,,N,
49206,49,QUÍMICA Y FARMACIA,UNIVERSIDAD AUTONOMA DE CHILE,9,10,25,25,30,0,10.0,10.0,N,458,,80,30.0,,,,N,,,S,21,21,2.0,N,,0,N,0,7,,N,
49207,49,TERAPIA OCUPACIONAL,UNIVERSIDAD AUTONOMA DE CHILE,9,10,30,35,15,0,10.0,10.0,N,458,,70,20.0,,,,N,,,S,21,21,2.0,N,,0,N,0,7,,N,
49208,49,INGENIERÍA EN CONSTRUCCIÓN,UNIVERSIDAD AUTONOMA DE CHILE,9,10,30,20,25,5,10.0,10.0,S,458,,50,10.0,,,,N,,,S,21,21,2.0,N,,0,N,0,7,10.0,S,
49209,49,INGENIERÍA EN CONTROL DE GESTIÓN,UNIVERSIDAD AUTONOMA DE CHILE,9,10,30,20,30,0,10.0,10.0,N,458,,35,20.0,,,,N,,,S,21,21,2.0,N,,0,N,0,7,,N,
49210,49,INGENIERÍA COMERCIAL,UNIVERSIDAD AUTONOMA DE CHILE,9,10,30,20,30,0,10.0,10.0,N,458,,80,40.0,,,,N,,,S,21,21,2.0,N,,0,N,0,7,,N,
49211,49,DERECHO,UNIVERSIDAD AUTONOMA DE CHILE,9,10,30,40,10,0,10.0,10.0,N,458,,110,30.0,,,,N,,,S,21,21,2.0,N,,0,N,0,7,,N,
49212,49,PSICOLOGÍA,UNIVERSIDAD AUTONOMA DE CHILE,9,10,30,40,10,0,10.0,10.0,N,458,,110,20.0,,,,N,,,S,21,21,2.0,N,,0,N,0,7,,N,
49213,49,TRABAJO SOCIAL,UNIVERSIDAD AUTONOMA DE CHILE,9,10,30,40,10,0,10.0,10.0,N,458,,55,25.0,,,,N,,,S,21,21,2.0,N,,0,N,0,7,,N,
49214,49,PEDAGOGÍA EN EDUCACIÓN BÁSICA,UNIVERSIDAD AUTONOMA DE CHILE,9,10,30,25,25,0,10.0,10.0,N,458,,35,10.0,,,,N,,,S,21,21,2.0,S,,1,N,0,7,,N,S
49215,49,PEDAGOGÍA EN EDUCACIÓN FÍSICA,UNIVERSIDAD AUTONOMA DE CHILE,9,10,30,35,15,0,10.0,10.0,N,458,,35,15.0,,,,N,,,S,21,21,2.0,S,,1,N,0,7,,N,S
49216,49,PEDAGOGÍA EN EDUCACIÓN PARVULARIA,UNIVERSIDAD AUTONOMA DE CHILE,9,10,30,35,15,0,10.0,10.0,N,458,,50,15.0,,,,N,,,S,21,21,2.0,S,,1,N,0,7,,N,S
49217,49,"PEDAGOGÍA EN HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",UNIVERSIDAD AUTONOMA DE CHILE,9,10,30,40,10,0,10.0,10.0,N,458,,30,15.0,,,,N,,,S,21,21,2.0,S,,1,N,0,7,,N,S
49218,49,PEDAGOGÍA EN INGLÉS,UNIVERSIDAD AUTONOMA DE CHILE,9,10,30,40,10,0,10.0,10.0,N,458,,35,10.0,,,,N,,,S,21,21,2.0,S,,1,N,0,7,,N,
49219,49,PEDAGOGÍA EN LENGUA CASTELLANA Y COMUNICACIÓN,UNIVERSIDAD AUTONOMA DE CHILE,9,10,30,40,10,0,10.0,10.0,N,458,,30,15.0,,,,N,,,S,21,21,2.0,S,,1,N,0,7,,N,S
49220,49,INGENIERÍA CIVIL INDUSTRIAL,UNIVERSIDAD AUTONOMA DE CHILE,9,10,30,20,25,5,10.0,10.0,S,458,,45,10.0,,,,N,,,S,21,21,2.0,N,,0,N,0,7,9.0,S,
49222,49,INGENIERÍA CIVIL INFORMÁTICA,UNIVERSIDAD AUTONOMA DE CHILE,9,10,30,20,25,5,10.0,10.0,S,458,,60,20.0,,,,N,,,S,21,21,2.0,N,,0,N,0,7,12.0,S,
49223,49,LICENCIATURA EN ARTES VISUALES,UNIVERSIDAD AUTONOMA DE CHILE,9,10,30,40,10,0,10.0,10.0,N,458,,35,10.0,,,,N,,,S,21,21,2.0,N,,0,N,0,7,,N,
49224,49,PEDAGOGÍA EN EDUCACIÓN DIFERENCIAL,UNIVERSIDAD AUTONOMA DE CHILE,9,10,30,35,15,0,10.0,10.0,N,458,,30,20.0,,,,N,,,S,21,21,2.0,S,,1,N,0,7,,N,
49225,49,ADMINISTRACIÓN PÚBLICA,UNIVERSIDAD AUTONOMA DE CHILE,9,10,30,30,20,0,10.0,10.0,N,458,,40,25.0,,,,N,,,S,21,21,2.0,N,,0,N,0,7,,N,
49229,49,PERIODISMO,UNIVERSIDAD AUTONOMA DE CHILE,9,10,30,40,10,0,10.0,10.0,N,458,,35,30.0,,,,N,,,S,21,21,2.0,N,,0,N,0,7,,N,
49231,49,ARQUITECTURA,UNIVERSIDAD AUTONOMA DE CHILE,9,10,25,25,30,0,10.0,10.0,N,458,,55,20.0,,,,N,,,S,21,21,2.0,N,,0,N,0,7,,N,
49301,49,ENFERMERÍA,UNIVERSIDAD AUTONOMA DE CHILE,9,10,20,35,25,0,10.0,10.0,N,458,,90,20.0,,,,N,,,S,21,21,2.0,N,,0,N,0,9,,N,
49302,49,FONOAUDIOLOGÍA,UNIVERSIDAD AUTONOMA DE CHILE,9,10,30,30,20,0,10.0,10.0,N,458,,40,20.0,,,,N,,,S,21,21,2.0,N,,0,N,0,9,,N,
49303,49,KINESIOLOGÍA,UNIVERSIDAD AUTONOMA DE CHILE,9,10,20,30,30,0,10.0,10.0,N,458,,55,15.0,,,,N,,,S,21,21,2.0,N,,0,N,0,9,,N,
49304,49,NUTRICIÓN Y DIETÉTICA,UNIVERSIDAD AUTONOMA DE CHILE,9,10,20,30,30,0,10.0,10.0,N,458,,80,35.0,,,,N,,,S,21,21,2.0,N,,0,N,0,9,,N,
49305,49,ODONTOLOGÍA,UNIVERSIDAD AUTONOMA DE CHILE,9,10,20,30,30,0,,10.0,N,505,505.0,50,15.0,,,,N,,,N,21,21,2.0,N,,0,N,0,9,,N,S
49306,49,QUÍMICA Y FARMACIA,UNIVERSIDAD AUTONOMA DE CHILE,9,10,25,25,30,0,10.0,10.0,N,458,,80,20.0,,,,N,,,S,21,21,2.0,N,,0,N,0,9,,N,S
49307,49,TERAPIA OCUPACIONAL,UNIVERSIDAD AUTONOMA DE CHILE,9,10,30,35,15,0,10.0,10.0,N,458,,65,20.0,,,,N,,,S,21,21,2.0,N,,0,N,0,9,,N,
49308,49,ARQUITECTURA,UNIVERSIDAD AUTONOMA DE CHILE,9,10,25,25,30,0,10.0,10.0,N,458,,60,15.0,,,,N,,,S,21,21,2.0,N,,0,N,0,9,,N,
49309,49,INGENIERÍA EN CONSTRUCCIÓN,UNIVERSIDAD AUTONOMA DE CHILE,9,10,30,20,25,5,10.0,10.0,S,458,,45,10.0,,,,N,,,S,21,21,2.0,N,,0,N,0,9,9.0,S,
49310,49,INGENIERÍA EN CONTROL DE GESTIÓN,UNIVERSIDAD AUTONOMA DE CHILE,9,10,30,20,30,0,10.0,10.0,N,458,,35,15.0,,,,N,,,S,21,21,2.0,N,,0,N,0,9,,N,
49311,49,INGENIERÍA COMERCIAL,UNIVERSIDAD AUTONOMA DE CHILE,9,10,30,20,30,0,10.0,10.0,N,458,,70,35.0,,,,N,,,S,21,21,2.0,N,,0,N,0,9,,N,
49313,49,DERECHO,UNIVERSIDAD AUTONOMA DE CHILE,9,10,30,40,10,0,10.0,10.0,N,458,,110,25.0,,,,N,,,S,21,21,2.0,N,,0,N,0,9,,N,
49314,49,PSICOLOGÍA,UNIVERSIDAD AUTONOMA DE CHILE,9,10,30,40,10,0,10.0,10.0,N,458,,105,20.0,,,,N,,,S,21,21,2.0,N,,0,N,0,9,,N,
49316,49,TRABAJO SOCIAL,UNIVERSIDAD AUTONOMA DE CHILE,9,10,30,40,10,0,10.0,10.0,N,458,,45,20.0,,,,N,,,S,21,21,2.0,N,,0,N,0,9,,N,
49317,49,PEDAGOGÍA EN EDUCACIÓN BÁSICA,UNIVERSIDAD AUTONOMA DE CHILE,9,10,30,25,25,0,10.0,10.0,N,458,,30,15.0,,,,N,,,S,21,21,2.0,S,,1,N,0,9,,N,
49318,49,PEDAGOGÍA EN EDUCACIÓN FÍSICA,UNIVERSIDAD AUTONOMA DE CHILE,9,10,30,35,15,0,10.0,10.0,N,458,,30,15.0,,,,N,,,S,21,21,2.0,S,,1,N,0,9,,N,
49319,49,PEDAGOGÍA EN EDUCACIÓN PARVULARIA,UNIVERSIDAD AUTONOMA DE CHILE,9,10,30,35,15,0,10.0,10.0,N,458,,30,15.0,,,,N,,,S,21,21,2.0,S,,1,N,0,9,,N,
49320,49,PEDAGOGÍA EN INGLÉS,UNIVERSIDAD AUTONOMA DE CHILE,9,10,30,40,10,0,10.0,10.0,N,458,,30,20.0,,,,N,,,S,21,21,2.0,S,,1,N,0,9,,N,
49321,49,INGENIERÍA CIVIL INDUSTRIAL,UNIVERSIDAD AUTONOMA DE CHILE,9,10,30,20,25,5,10.0,10.0,S,458,,45,5.0,,,,N,,,S,21,21,2.0,N,,0,N,0,9,9.0,S,
49327,49,PEDAGOGÍA EN EDUCACIÓN DIFERENCIAL,UNIVERSIDAD AUTONOMA DE CHILE,9,10,30,35,15,0,10.0,10.0,N,458,,30,20.0,,,,N,,,S,21,21,2.0,S,,1,N,0,9,,N,
49328,49,INGENIERÍA EN ADMINISTRACIÓN,UNIVERSIDAD AUTONOMA DE CHILE,9,10,30,20,30,0,10.0,10.0,N,458,,35,15.0,,,,N,,,S,21,21,2.0,N,,0,N,0,9,,N,
49330,49,INGENIERÍA CIVIL INFORMÁTICA,UNIVERSIDAD AUTONOMA DE CHILE,9,10,30,20,25,5,10.0,10.0,S,458,,50,10.0,,,,N,,,S,21,21,2.0,N,,0,N,0,9,10.0,S,
49332,49,PERIODISMO,UNIVERSIDAD AUTONOMA DE CHILE,9,10,30,40,10,0,10.0,10.0,N,458,,35,25.0,,,,N,,,S,21,21,2.0,N,,0,N,0,9,,N,
49334,49,MEDICINA,UNIVERSIDAD AUTONOMA DE CHILE,9,10,20,35,25,0,,10.0,N,625,625.0,55,20.0,,,,N,,,N,21,21,2.0,N,,0,N,0,9,,N,
49335,49,PSICOPEDAGOGÍA,UNIVERSIDAD AUTONOMA DE CHILE,9,10,30,25,25,0,10.0,10.0,N,458,,25,10.0,,,,N,,,S,21,21,2.0,N,,0,N,0,9,,N,
50101,50,ARQUITECTURA,UNIVERSIDAD SAN SEBASTIAN,13,10,15,35,30,0,10.0,10.0,N,458,,140,73.0,,,,N,,,S,21,21,1.0,N,,0,N,0,8,,N,
50102,50,DERECHO,UNIVERSIDAD SAN SEBASTIAN,13,10,20,40,10,0,20.0,20.0,N,458,,300,58.0,,,,N,,,S,21,21,1.0,N,,0,N,0,8,,N,
50104,50,INGENIERÍA CIVIL,UNIVERSIDAD SAN SEBASTIAN,13,10,20,20,35,5,10.0,10.0,S,458,,30,,,,,N,,,S,21,21,1.0,N,,0,N,0,8,,S,
50105,50,INGENIERÍA CIVIL EN MINAS,UNIVERSIDAD SAN SEBASTIAN,13,10,25,10,40,5,10.0,10.0,S,458,,80,30.0,,,,N,,,S,21,21,1.0,N,,0,N,0,8,,S,
50106,50,INGENIERÍA CIVIL INDUSTRIAL,UNIVERSIDAD SAN SEBASTIAN,13,10,25,15,35,5,10.0,10.0,S,458,,100,24.0,,,,N,,,S,21,21,1.0,N,,0,N,0,8,,S,
50107,50,INGENIERÍA CIVIL INFORMÁTICA,UNIVERSIDAD SAN SEBASTIAN,13,10,25,10,40,5,10.0,10.0,S,458,,90,20.0,,,,N,,,S,21,21,1.0,N,,0,N,0,8,,S,
50108,50,INGENIERÍA COMERCIAL,UNIVERSIDAD SAN SEBASTIAN,13,20,25,15,30,0,10.0,10.0,N,458,,150,,,,,N,,,S,21,21,1.0,N,,0,N,0,8,,N,S
50110,50,ODONTOLOGÍA,UNIVERSIDAD SAN SEBASTIAN,13,20,20,20,30,0,10.0,10.0,N,458,,200,81.0,,,,N,,,S,21,21,,N,,0,N,0,8,,N,S
50112,50,PEDAGOGÍA EN EDUCACIÓN DIFERENCIAL,UNIVERSIDAD SAN SEBASTIAN,13,20,30,25,15,0,10.0,10.0,N,458,,60,,,,,N,,,S,21,21,1.0,S,,1,N,0,8,,N,
50115,50,PEDAGOGÍA EN INGLÉS,UNIVERSIDAD SAN SEBASTIAN,13,20,30,25,15,0,10.0,10.0,N,458,,60,,,,,N,,,S,21,21,1.0,S,,1,N,0,8,,N,
50116,50,LICENCIATURA EN HISTORIA,UNIVERSIDAD SAN SEBASTIAN,13,10,10,40,30,0,10.0,10.0,N,458,,30,,,,,N,,,S,21,21,1.0,N,,0,N,0,8,,N,
50119,50,BACHILLERATO EN CIENCIAS DE LA SALUD,UNIVERSIDAD SAN SEBASTIAN,13,20,25,15,30,0,10.0,10.0,N,458,,220,125.0,,,,N,,,S,21,21,,N,,0,N,0,8,,N,
50121,50,ENFERMERÍA,UNIVERSIDAD SAN SEBASTIAN,13,10,20,40,20,0,10.0,10.0,N,458,,240,130.0,,,,N,,,S,21,21,,N,,0,N,0,8,,N,
50122,50,FONOAUDIOLOGÍA,UNIVERSIDAD SAN SEBASTIAN,13,20,30,30,10,0,10.0,10.0,N,458,,80,35.0,,,,N,,,S,21,21,1.0,N,,0,N,0,8,,N,
50124,50,KINESIOLOGÍA,UNIVERSIDAD SAN SEBASTIAN,13,15,20,35,20,0,10.0,10.0,N,458,,120,43.0,,,,N,,,S,21,21,1.0,N,,0,N,0,8,,N,
50125,50,MEDICINA,UNIVERSIDAD SAN SEBASTIAN,13,10,30,20,30,0,,10.0,N,500,,110,22.0,,,,N,,,N,21,21,,N,,0,N,0,8,,N,
50126,50,NUTRICIÓN Y DIETÉTICA,UNIVERSIDAD SAN SEBASTIAN,13,15,30,35,10,0,10.0,10.0,N,458,,100,49.0,,,,N,,,S,21,21,1.0,N,,0,N,0,8,,N,
50127,50,OBSTETRICIA,UNIVERSIDAD SAN SEBASTIAN,13,10,10,35,35,0,10.0,10.0,N,458,,120,25.0,,,,N,,,S,21,21,,N,,0,N,0,8,,N,
50128,50,PSICOLOGÍA,UNIVERSIDAD SAN SEBASTIAN,13,10,20,40,20,0,10.0,10.0,N,458,,250,97.0,,,,N,,,S,21,21,1.0,N,,0,N,0,8,,N,
50129,50,QUÍMICA Y FARMACIA,UNIVERSIDAD SAN SEBASTIAN,13,10,25,25,30,0,10.0,10.0,N,458,,190,38.0,,,,N,,,S,21,21,1.0,N,,0,N,0,8,,N,
50130,50,TECNOLOGÍA MÉDICA,UNIVERSIDAD SAN SEBASTIAN,13,10,20,30,25,0,15.0,15.0,N,458,,200,55.0,,,,N,,,S,21,21,1.0,N,,0,N,0,8,,N,
50131,50,TERAPIA OCUPACIONAL,UNIVERSIDAD SAN SEBASTIAN,13,10,30,30,20,0,10.0,10.0,N,458,,160,44.0,,,,N,,,S,21,21,1.0,N,,0,N,0,8,,N,
50132,50,ADMINISTRACIÓN PÚBLICA,UNIVERSIDAD SAN SEBASTIAN,13,10,10,40,10,0,30.0,30.0,N,458,,60,,,,,N,,,S,21,21,1.0,N,,0,N,0,8,,N,
50133,50,MEDICINA VETERINARIA,UNIVERSIDAD SAN SEBASTIAN,13,10,20,30,20,0,20.0,20.0,N,458,,175,45.0,,,,N,,,S,21,21,1.0,N,,0,N,0,8,,N,
50135,50,ANIMACIÓN DIGITAL,UNIVERSIDAD SAN SEBASTIAN,13,10,25,35,20,0,10.0,10.0,N,458,,120,,,,,N,,,S,21,21,1.0,N,,0,N,0,8,,N,
50137,50,BACHILLERATO EN HUMANIDADES Y CIENCIAS SOCIALES,UNIVERSIDAD SAN SEBASTIAN,13,10,10,40,30,0,10.0,10.0,N,458,,50,,,,,N,,,S,21,21,1.0,N,,0,N,0,8,,N,
50138,50,LICENCIATURA EN FILOSOFÍA,UNIVERSIDAD SAN SEBASTIAN,13,10,10,40,30,0,10.0,10.0,N,458,,30,,,,,N,,,S,21,21,1.0,N,,0,N,0,8,,N,
50140,50,LICENCIATURA EN LITERATURA,UNIVERSIDAD SAN SEBASTIAN,13,10,10,40,30,0,10.0,10.0,N,458,,30,,,,,N,,,S,21,21,1.0,N,,0,N,0,8,,N,
50142,50,GEOLOGÍA,UNIVERSIDAD SAN SEBASTIAN,13,10,25,20,30,5,10.0,10.0,S,458,,60,20.0,,,,N,,,S,21,21,1.0,N,,0,N,0,8,,S,
50201,50,ARQUITECTURA,UNIVERSIDAD SAN SEBASTIAN,13,10,20,30,30,0,10.0,10.0,N,458,,75,20.0,,,,N,,,S,21,21,1.0,N,,0,N,0,10,,N,
50202,50,DERECHO,UNIVERSIDAD SAN SEBASTIAN,13,10,20,40,10,0,20.0,20.0,N,458,,150,,,,,N,,,S,21,21,1.0,N,,0,N,0,10,,N,
50206,50,INGENIERÍA CIVIL INDUSTRIAL,UNIVERSIDAD SAN SEBASTIAN,13,10,25,15,35,5,10.0,10.0,S,458,,70,20.0,,,,N,,,S,21,21,1.0,N,,0,N,0,10,,S,
50207,50,INGENIERÍA CIVIL INFORMÁTICA,UNIVERSIDAD SAN SEBASTIAN,13,10,25,10,40,5,10.0,10.0,S,458,,70,20.0,,,,N,,,S,21,21,1.0,N,,0,N,0,10,,S,
50208,50,INGENIERÍA COMERCIAL,UNIVERSIDAD SAN SEBASTIAN,13,20,25,15,30,0,10.0,10.0,N,458,,120,,,,,N,,,S,21,21,1.0,N,,0,N,0,10,,N,
50210,50,ODONTOLOGÍA,UNIVERSIDAD SAN SEBASTIAN,13,20,20,20,30,0,10.0,10.0,N,458,,80,23.0,,,,N,,,S,21,21,1.0,N,,0,N,0,10,,N,
50212,50,PEDAGOGÍA EN EDUCACIÓN DIFERENCIAL,UNIVERSIDAD SAN SEBASTIAN,13,20,30,25,15,0,10.0,10.0,N,458,,50,,,,,N,,,S,21,21,1.0,S,,1,N,0,10,,N,
50215,50,PEDAGOGÍA EN INGLÉS,UNIVERSIDAD SAN SEBASTIAN,13,20,30,25,15,0,10.0,10.0,N,458,,50,,,,,N,,,S,21,21,1.0,S,,1,N,0,10,,N,
50219,50,BACHILLERATO EN CIENCIAS DE LA SALUD,UNIVERSIDAD SAN SEBASTIAN,13,20,25,15,30,0,10.0,10.0,N,458,,80,33.0,,,,N,,,S,21,21,,N,,0,N,0,10,,N,
50221,50,ENFERMERÍA,UNIVERSIDAD SAN SEBASTIAN,13,10,30,30,20,0,10.0,10.0,N,458,,120,75.0,,,,N,,,S,21,21,,N,,0,N,0,10,,N,S
50222,50,FONOAUDIOLOGÍA,UNIVERSIDAD SAN SEBASTIAN,13,20,30,30,10,0,10.0,10.0,N,458,,60,,,,,N,,,S,21,21,1.0,N,,0,N,0,10,,N,
50224,50,KINESIOLOGÍA,UNIVERSIDAD SAN SEBASTIAN,13,15,20,35,20,0,10.0,10.0,N,458,,90,10.0,,,,N,,,S,21,21,1.0,N,,0,N,0,10,,N,
50225,50,MEDICINA,UNIVERSIDAD SAN SEBASTIAN,13,10,30,20,30,0,,10.0,N,500,,80,25.0,,,,N,,,N,21,21,,N,,0,N,0,10,,N,
50226,50,NUTRICIÓN Y DIETÉTICA,UNIVERSIDAD SAN SEBASTIAN,13,15,30,35,10,0,10.0,10.0,N,458,,80,,,,,N,,,S,21,21,1.0,N,,0,N,0,10,,N,
50227,50,OBSTETRICIA,UNIVERSIDAD SAN SEBASTIAN,13,10,25,35,20,0,10.0,10.0,N,458,,105,27.0,,,,N,,,S,21,21,1.0,N,,0,N,0,10,,N,
50228,50,PSICOLOGÍA,UNIVERSIDAD SAN SEBASTIAN,13,10,25,40,15,0,10.0,10.0,N,458,,100,26.0,,,,N,,,S,21,21,1.0,N,,0,N,0,10,,N,
50229,50,QUÍMICA Y FARMACIA,UNIVERSIDAD SAN SEBASTIAN,13,10,25,25,30,0,10.0,10.0,N,458,,65,20.0,,,,N,,,S,21,21,1.0,N,,0,N,0,10,,N,S
50230,50,TECNOLOGÍA MÉDICA,UNIVERSIDAD SAN SEBASTIAN,13,10,20,30,25,0,15.0,15.0,N,458,,70,30.0,,,,N,,,S,21,21,1.0,N,,0,N,0,10,,N,S
50231,50,TERAPIA OCUPACIONAL,UNIVERSIDAD SAN SEBASTIAN,13,10,30,30,20,0,10.0,10.0,N,458,,55,20.0,,,,N,,,S,21,21,1.0,N,,0,N,0,10,,N,S
50232,50,ADMINISTRACIÓN PÚBLICA,UNIVERSIDAD SAN SEBASTIAN,13,10,20,30,10,0,30.0,30.0,N,458,,50,,,,,N,,,S,21,21,1.0,N,,0,N,0,10,,N,S
50233,50,MEDICINA VETERINARIA,UNIVERSIDAD SAN SEBASTIAN,13,10,40,25,15,0,10.0,10.0,N,458,,120,45.0,,,,N,,,S,21,21,1.0,N,,0,N,0,10,,N,
50501,50,ARQUITECTURA,UNIVERSIDAD SAN SEBASTIAN,13,10,20,30,30,0,10.0,10.0,N,458,,50,17.0,,,,N,,,S,21,21,1.0,N,,0,N,0,14,,N,
50502,50,DERECHO,UNIVERSIDAD SAN SEBASTIAN,13,10,20,40,10,0,20.0,20.0,N,458,,140,,,,,N,,,S,21,21,1.0,N,,0,N,0,14,,N,
50506,50,INGENIERÍA CIVIL INDUSTRIAL,UNIVERSIDAD SAN SEBASTIAN,13,10,25,15,35,5,10.0,10.0,S,458,,60,10.0,,,,N,,,S,21,21,1.0,N,,0,N,0,14,,S,
50507,50,INGENIERÍA CIVIL INFORMÁTICA,UNIVERSIDAD SAN SEBASTIAN,13,10,25,10,40,5,10.0,10.0,S,458,,60,10.0,,,,N,,,S,21,21,1.0,N,,0,N,0,14,,S,
50508,50,INGENIERÍA COMERCIAL,UNIVERSIDAD SAN SEBASTIAN,13,20,25,15,30,0,10.0,10.0,N,458,,120,,,,,N,,,S,21,21,1.0,N,,0,N,0,14,,N,
50510,50,ODONTOLOGÍA,UNIVERSIDAD SAN SEBASTIAN,13,20,20,20,30,0,10.0,10.0,N,458,,85,54.0,,,,N,,,S,21,21,1.0,N,,0,N,0,14,,N,
50519,50,BACHILLERATO EN CIENCIAS DE LA SALUD,UNIVERSIDAD SAN SEBASTIAN,13,20,25,20,25,0,10.0,10.0,N,458,,80,18.0,,,,N,,,S,21,21,,N,,0,N,0,14,,N,
50521,50,ENFERMERÍA,UNIVERSIDAD SAN SEBASTIAN,13,10,30,30,20,0,10.0,10.0,N,458,,110,90.0,,,,N,,,S,21,21,,N,,0,N,0,14,,N,
50522,50,FONOAUDIOLOGÍA,UNIVERSIDAD SAN SEBASTIAN,13,20,30,30,10,0,10.0,10.0,N,458,,60,,,,,N,,,S,21,21,1.0,N,,0,N,0,14,,N,
50524,50,KINESIOLOGÍA,UNIVERSIDAD SAN SEBASTIAN,13,15,20,35,20,0,10.0,10.0,N,458,,80,25.0,,,,N,,,S,21,21,1.0,N,,0,N,0,14,,N,
50525,50,MEDICINA,UNIVERSIDAD SAN SEBASTIAN,13,10,20,15,40,0,,15.0,N,500,,60,34.0,,,,N,,,N,21,21,,N,,0,N,0,14,,N,
50526,50,NUTRICIÓN Y DIETÉTICA,UNIVERSIDAD SAN SEBASTIAN,13,15,30,35,10,0,10.0,10.0,N,458,,60,38.0,,,,N,,,S,21,21,1.0,N,,0,N,0,14,,N,
50527,50,OBSTETRICIA,UNIVERSIDAD SAN SEBASTIAN,13,10,30,30,20,0,10.0,10.0,N,458,,80,38.0,,,,N,,,S,21,21,1.0,N,,0,N,0,14,,N,
50528,50,PSICOLOGÍA,UNIVERSIDAD SAN SEBASTIAN,13,10,25,40,15,0,10.0,10.0,N,458,,150,60.0,,,,N,,,S,21,21,1.0,N,,0,N,0,14,,N,
50529,50,QUÍMICA Y FARMACIA,UNIVERSIDAD SAN SEBASTIAN,13,10,25,25,30,0,10.0,10.0,N,458,,50,30.0,,,,N,,,S,21,21,1.0,N,,0,N,0,14,,N,
50530,50,TECNOLOGÍA MÉDICA,UNIVERSIDAD SAN SEBASTIAN,13,10,20,30,25,0,15.0,15.0,N,458,,60,25.0,,,,N,,,S,21,21,1.0,N,,0,N,0,14,,N,
50531,50,TERAPIA OCUPACIONAL,UNIVERSIDAD SAN SEBASTIAN,13,10,30,30,20,0,10.0,10.0,N,458,,60,27.0,,,,N,,,S,21,21,1.0,N,,0,N,0,14,,N,
50801,50,ARQUITECTURA,UNIVERSIDAD SAN SEBASTIAN,13,10,15,35,30,0,10.0,10.0,N,458,,150,65.0,,,,N,,,S,21,21,1.0,N,,0,N,0,13,,N,
50802,50,DERECHO,UNIVERSIDAD SAN SEBASTIAN,13,10,20,40,10,0,20.0,20.0,N,458,,250,100.0,,,,N,,,S,21,21,1.0,N,,0,N,0,13,,N,
50803,50,EDUCACIÓN PARVULARIA,UNIVERSIDAD SAN SEBASTIAN,13,20,20,30,20,0,10.0,10.0,N,458,,50,,,,,N,,,S,21,21,1.0,S,,1,N,0,13,,N,
50804,50,INGENIERÍA CIVIL,UNIVERSIDAD SAN SEBASTIAN,13,10,10,20,45,5,10.0,10.0,S,458,,60,,,,,N,,,S,21,21,1.0,N,,0,N,0,13,,S,
50805,50,INGENIERÍA CIVIL EN MINAS,UNIVERSIDAD SAN SEBASTIAN,13,10,25,10,40,5,10.0,10.0,S,458,,90,25.0,,,,N,,,S,21,21,1.0,N,,0,N,0,13,,S,
