CODIGO_CARRERA,UNI_CODIGO,NOMBRE_CARRERA,NOMBRE_UNIVERSIDAD,REGION_CASA_MATRIZ,%_NOTAS,%_Ranking,%_LENG,%_MATE1,%_MATE2,%_HYCS,%_CIEN,EXIGE_MATE2,PROM_MINIMO_LENMAT,PONDERADO_MINIMO,VACANTES_1SEM,SC_1S,VACANTES_2SEM,SC_2S,RESTRINGE_SEXO,PRUEBA_ESPECIAL,TIPO_PE,PONDERACION_PE,PO_ALTERNATIVA,MAX_POST_UNIV,EXCLUYE_DESDE_PREFERENCIA,CDP_VACANTES_ESPECIALES,CAR_PEDAGOGIA,CAR_MIN_RKG,CAR_SEL_PEDA,PACE,CAR_VACANTES_PACE,REG_CODIGO,VACANTES_GENERO,CAR_CIENCIAS_TECNOLOGIA
32130,32,FONOAUDIOLOGIA,UNIVERSIDAD DE LOS LAGOS,10,10,40,15,25,0,,10.0,N,485,,50,15.0,,,,N,,,N,21,21,2.0,N,,0,S,12,10,,N
32131,32,OBSTETRICIA Y PUERICULTURA,UNIVERSIDAD DE LOS LAGOS,10,10,40,20,20,0,,10.0,N,485,,80,24.0,,,,N,,,N,21,21,2.0,N,,0,S,12,10,,N
32132,32,QUIMICA Y FARMACIA,UNIVERSIDAD DE LOS LAGOS,10,10,40,15,20,0,,15.0,N,485,,70,20.0,,,,N,,,N,21,21,2.0,N,,0,S,12,10,,N
32133,32,TERAPIA OCUPACIONAL,UNIVERSIDAD DE LOS LAGOS,10,10,40,20,20,0,,10.0,N,485,,45,15.0,,,,N,,,N,21,21,2.0,N,,0,S,12,10,,N
32134,32,INGENIERIA CIVIL EN OBRAS CIVILES,UNIVERSIDAD DE LOS LAGOS,10,10,35,10,30,5,10.0,10.0,S,485,,45,12.0,,,,N,,,S,21,21,3.0,N,,0,S,15,10,9.0,S
32135,32,TERAPIA OCUPACIONAL,UNIVERSIDAD DE LOS LAGOS,10,10,40,20,20,0,,10.0,N,485,,40,13.0,,,,N,,,N,21,21,2.0,N,,0,S,12,10,,N
32136,32,TECNOLOGIA MEDICA,UNIVERSIDAD DE LOS LAGOS,10,10,40,15,20,0,,15.0,N,485,,70,20.0,,,,N,,,N,21,21,2.0,N,,0,S,15,10,,N
32138,32,OBSTETRICIA  Y PUERICULTURA,UNIVERSIDAD DE LOS LAGOS,10,10,40,20,20,0,,10.0,N,485,,80,24.0,,,,N,,,N,21,21,2.0,N,,0,S,10,10,,N
32145,32,PEDAGOGIA EN MUSICA,UNIVERSIDAD DE LOS LAGOS,10,10,40,25,15,0,10.0,10.0,N,485,,40,10.0,,,,N,,,S,21,21,2.0,S,,1,S,12,10,,N
32146,32,PEDAGOGIA EN ARTES VISUALES,UNIVERSIDAD DE LOS LAGOS,10,10,40,25,15,0,10.0,10.0,N,485,,40,10.0,,,,N,,,S,21,21,2.0,S,,1,S,15,10,,N
32150,32,INGENIERIA CIVIL EN INFORMATICA,UNIVERSIDAD DE LOS LAGOS,10,10,35,10,30,5,10.0,10.0,S,485,,60,15.0,,,,N,,,S,21,21,2.0,N,,0,S,17,10,12.0,S
32154,32,INGENIERIA CIVIL INDUSTRIAL,UNIVERSIDAD DE LOS LAGOS,10,10,35,10,30,5,10.0,10.0,S,485,,45,12.0,,,,N,,,S,21,21,2.0,N,,0,S,17,10,9.0,S
32160,32,DERECHO,UNIVERSIDAD DE LOS LAGOS,10,10,40,20,10,0,20.0,,N,485,,70,17.0,,,,N,,,N,21,21,2.0,N,,0,S,12,10,,N
32161,32,ANTROPOLOGIA,UNIVERSIDAD DE LOS LAGOS,10,10,50,20,10,0,10.0,,N,485,,35,10.0,,,,N,,,N,21,21,3.0,N,,0,S,10,10,,N
32162,32,PSICOLOGIA,UNIVERSIDAD DE LOS LAGOS,10,10,40,20,20,0,10.0,10.0,N,485,,90,24.0,,,,N,,,S,21,21,2.0,N,,0,S,15,10,,N
32163,32,PSICOLOGIA,UNIVERSIDAD DE LOS LAGOS,10,10,40,20,20,0,10.0,10.0,N,485,,80,24.0,,,,N,,,S,21,21,2.0,N,,0,S,12,10,,N
32164,32,PSICOLOGIA,UNIVERSIDAD DE LOS LAGOS,10,10,40,20,20,0,10.0,10.0,N,485,,80,23.0,,,,N,,,S,21,21,2.0,N,,0,S,15,10,,N
32165,32,DERECHO,UNIVERSIDAD DE LOS LAGOS,10,10,40,20,10,0,20.0,,N,485,,65,15.0,,,,N,,,N,21,21,2.0,N,,0,S,12,10,,N
33005,33,"INGENIERIA CIVIL, PLAN COMUN",UNIVERSIDAD DE MAGALLANES,12,10,45,10,20,5,10.0,10.0,S,458,,50,,,,,N,,,S,21,21,2.0,N,,0,S,7,12,8.0,S
33009,33,INGENIERIA COMERCIAL,UNIVERSIDAD DE MAGALLANES,12,10,60,10,10,0,10.0,10.0,N,458,,45,,,,,N,,,S,21,21,2.0,N,,0,S,6,12,,N
33023,33,KINESIOLOGIA,UNIVERSIDAD DE MAGALLANES,12,30,40,10,10,0,,10.0,N,458,,35,,,,,N,,,N,21,21,2.0,N,,0,S,5,12,,N
33024,33,TERAPIA OCUPACIONAL,UNIVERSIDAD DE MAGALLANES,12,40,30,10,10,0,,10.0,N,458,,30,,,,,N,,,N,21,21,2.0,N,,0,S,5,12,,N
33025,33,DERECHO,UNIVERSIDAD DE MAGALLANES,12,35,15,20,10,0,20.0,,N,458,,40,,,,,N,,,N,21,21,2.0,N,,0,S,4,12,,N
33027,33,AUDITORIA,UNIVERSIDAD DE MAGALLANES,12,10,60,10,10,0,10.0,10.0,N,458,,20,,,,,N,,,S,21,21,2.0,N,,0,S,5,12,,N
33030,33,ARQUITECTURA,UNIVERSIDAD DE MAGALLANES,12,35,35,10,10,0,10.0,10.0,N,458,,35,,,,,N,,,S,21,21,2.0,N,,0,S,3,12,,N
33031,33,"PEDAGOGIA EN MATEMATICA, PARA ENSEÃ‘ANZA MEDIA",UNIVERSIDAD DE MAGALLANES,12,30,35,10,10,5,10.0,10.0,S,458,,15,,,,,N,,,S,21,21,2.0,S,,1,S,7,12,,N
33032,33,PEDAGOGIA EN EDUCACION PARVULARIA,UNIVERSIDAD DE MAGALLANES,12,35,35,10,10,0,10.0,10.0,N,458,,15,,,,,N,,,S,21,21,2.0,S,,1,S,6,12,,N
33033,33,PEDAGOGIA EN EDUCACIÃ“N BASICA,UNIVERSIDAD DE MAGALLANES,12,35,35,10,10,0,10.0,10.0,N,458,,15,,,,,N,,,S,21,21,2.0,S,,1,S,6,12,,N
33035,33,TRABAJO SOCIAL,UNIVERSIDAD DE MAGALLANES,12,35,35,10,10,0,10.0,,N,458,,20,,,,,N,,,N,21,21,2.0,N,,0,S,5,12,,N
33036,33,BIOLOGIA MARINA,UNIVERSIDAD DE MAGALLANES,12,20,40,10,15,0,15.0,15.0,N,458,,20,,,,,N,,,S,21,21,2.0,N,,0,S,7,12,4.0,S
33053,33,MEDICINA,UNIVERSIDAD DE MAGALLANES,12,20,25,15,25,0,15.0,15.0,N,600,650.0,50,,,,,N,,,S,21,21,,N,,0,S,2,12,,N
33060,33,ENFERMERIA,UNIVERSIDAD DE MAGALLANES,12,20,25,15,20,0,,20.0,N,458,,60,,,,,N,,,N,21,21,,N,,0,S,4,12,,N
33061,33,"INGENIERIA, PLAN COMUN",UNIVERSIDAD DE MAGALLANES,12,10,50,10,20,0,10.0,10.0,N,458,,50,,,,,N,,,S,21,21,2.0,N,,0,S,7,12,8.0,S
33066,33,AGRONOMIA,UNIVERSIDAD DE MAGALLANES,12,25,40,10,15,0,10.0,10.0,N,458,,20,,,,,N,,,S,21,21,2.0,N,,0,S,5,12,,N
33070,33,INGENIERIA EN CONSTRUCCION,UNIVERSIDAD DE MAGALLANES,12,15,40,10,20,5,10.0,10.0,S,458,,20,,,,,N,,,S,21,21,2.0,N,,0,S,6,12,4.0,S
33072,33,NUTRICION Y DIETETICA,UNIVERSIDAD DE MAGALLANES,12,35,35,10,10,0,,10.0,N,458,,35,,,,,N,,,N,21,21,2.0,N,,0,S,5,12,,N
33078,33,PSICOLOGIA,UNIVERSIDAD DE MAGALLANES,12,35,35,10,10,0,10.0,10.0,N,458,,35,,,,,N,,,S,21,21,2.0,N,,0,S,4,12,,N
33079,33,"PEDAGOGIA EN EDUCACION FISICA, PARA ENSEÃ‘ANZA BASICA Y MEDIA",UNIVERSIDAD DE MAGALLANES,12,35,35,10,10,0,10.0,10.0,N,458,,15,,,,,N,,,S,21,21,2.0,S,,1,S,6,12,,N
33080,33,FONOAUDIOLOGIA,UNIVERSIDAD DE MAGALLANES,12,35,35,10,10,0,,10.0,N,458,,25,,,,,N,,,N,21,21,2.0,N,,0,S,6,12,,N
33081,33,"PEDAGOGIA EN INGLES, PARA ENSEÃ‘ANZA BASICA Y MEDIA",UNIVERSIDAD DE MAGALLANES,12,35,35,10,10,0,10.0,10.0,N,458,,15,,,,,N,,,S,21,21,2.0,S,,1,S,7,12,,N
33082,33,"PEDAGOGIA EN CASTELLANO Y COMUNICACION, PARA ENSEÃ‘ANZA MEDIA",UNIVERSIDAD DE MAGALLANES,12,35,35,10,10,0,10.0,10.0,N,458,,15,,,,,N,,,S,21,21,2.0,S,,1,S,6,12,,N
33083,33,"PEDAGOGIA EN HISTORIA Y CIENCIAS SOCIALES, PARA ENSEÃ‘ANZA MEDIA",UNIVERSIDAD DE MAGALLANES,12,35,35,10,10,0,10.0,10.0,N,458,,15,,,,,N,,,S,21,21,2.0,S,,1,S,6,12,,N
33412,33,PEDAGOGIA EN EDUCACION DIFERENCIAL,UNIVERSIDAD DE MAGALLANES,12,35,35,10,10,0,10.0,10.0,N,458,,15,,,,,N,,,S,21,21,2.0,S,,1,S,6,12,,N
33418,33,"PEDAGOGÃA EN MÃšSICA PARA EDUCACIÃ“N INICIAL, BÃSICA Y MEDIA",UNIVERSIDAD DE MAGALLANES,12,35,35,10,10,0,10.0,10.0,N,458,,15,,,,,N,,,S,21,21,2.0,S,,1,S,4,12,,N
34003,34,AGRONOMIA,UNIVERSIDAD DE TALCA,7,20,30,10,30,0,,10.0,N,485,,95,24.0,,,,N,,,N,21,21,3.0,N,,0,S,13,7,,N
34006,34,INGENIERIA CIVIL INDUSTRIAL,UNIVERSIDAD DE TALCA,7,20,30,10,20,10,,10.0,S,485,,115,10.0,,,,N,,,N,21,21,3.0,N,,0,S,10,7,7.0,S
34007,34,INGENIERIA CIVIL EN COMPUTACION,UNIVERSIDAD DE TALCA,7,20,30,10,20,10,,10.0,S,485,,65,12.0,,,,N,,,N,21,21,3.0,N,,0,S,10,7,6.0,S
34011,34,CONTADOR PÃšBLICO Y AUDITOR,UNIVERSIDAD DE TALCA,7,20,30,10,30,0,10.0,10.0,N,485,,55,14.0,,,,N,,,S,21,21,3.0,N,,0,S,8,7,,N
34018,34,INGENIERIA COMERCIAL,UNIVERSIDAD DE TALCA,7,20,30,10,30,0,10.0,10.0,N,485,,195,25.0,,,,N,,,S,21,21,3.0,N,,0,S,11,7,,N
34019,34,INGENIERIA INFORMATICA EMPRESARIAL,UNIVERSIDAD DE TALCA,7,20,30,10,25,5,10.0,10.0,S,485,,55,17.0,,,,N,,,S,21,21,3.0,N,,0,S,9,7,6.0,S
34020,34,MEDICINA,UNIVERSIDAD DE TALCA,7,20,30,10,25,0,,15.0,N,485,,75,7.0,,,,N,,,N,21,21,,N,,0,S,6,7,,N
34021,34,OBSTETRICIA Y PUERICULTURA,UNIVERSIDAD DE TALCA,7,20,30,10,25,0,,15.0,N,485,,55,17.0,,,,N,,,N,21,21,1.0,N,,0,S,10,7,,N
34022,34,TECNOLOGIA MEDICA,UNIVERSIDAD DE TALCA,7,20,30,10,20,0,,20.0,N,485,,85,12.0,,,,N,,,N,21,21,,N,,0,S,10,7,,N
34023,34,ODONTOLOGIA,UNIVERSIDAD DE TALCA,7,20,30,15,20,0,,15.0,N,485,,75,9.0,,,,N,,,N,21,21,,N,,0,S,7,7,,N
34024,34,KINESIOLOGIA,UNIVERSIDAD DE TALCA,7,20,30,10,25,0,,15.0,N,485,,65,7.0,,,,N,,,N,21,21,,N,,0,S,9,7,,N
34025,34,FONOAUDIOLOGIA,UNIVERSIDAD DE TALCA,7,20,30,20,20,0,,10.0,N,485,,55,7.0,,,,N,,,N,21,21,1.0,N,,0,S,9,7,,N
34026,34,ENFERMERIA,UNIVERSIDAD DE TALCA,7,20,30,10,25,0,,15.0,N,485,,70,17.0,,,,N,,,N,21,21,,N,,0,S,9,7,,N
34027,34,NUTRICION Y DIETETICA,UNIVERSIDAD DE TALCA,7,20,30,10,20,0,,20.0,N,485,,65,17.0,,,,N,,,N,21,21,1.0,N,,0,S,8,7,,N
34028,34,PEDAGOGÃA EN EDUCACIÃ“N PARVULARIA MENCIÃ“N EN INGLÃ‰S,UNIVERSIDAD DE TALCA,7,20,30,30,10,0,10.0,10.0,N,485,,25,17.0,,,,N,,,S,21,21,3.0,S,,1,S,10,7,,N
34029,34,PEDAGOGÃA EN EDUCACIÃ“N GENERAL BÃSICA MENCIÃ“N INGLÃ‰S,UNIVERSIDAD DE TALCA,7,20,30,30,10,0,10.0,10.0,N,485,,25,12.0,,,,N,,,S,21,21,3.0,S,,1,S,9,7,,N
34030,34,INGENIERÃA CIVIL EN BIOINFORMÃTICA,UNIVERSIDAD DE TALCA,7,20,30,10,20,10,,10.0,S,485,,45,7.0,,,,N,,,N,21,21,3.0,N,,0,S,11,7,4.0,S
34037,34,INGENIERÃA CIVIL EN OBRAS CIVILES,UNIVERSIDAD DE TALCA,7,20,30,10,20,10,,10.0,S,485,,65,12.0,,,,N,,,N,21,21,3.0,N,,0,S,10,7,5.0,S
34038,34,INGENIERÃA CIVIL MECATRÃ“NICA,UNIVERSIDAD DE TALCA,7,20,30,10,20,10,,10.0,S,485,,65,7.0,,,,N,,,N,21,21,3.0,N,,0,S,11,7,5.0,S
34039,34,INGENIERÃA CIVIL MECÃNICA,UNIVERSIDAD DE TALCA,7,20,30,10,20,10,,10.0,S,485,,45,12.0,,,,N,,,N,21,21,3.0,N,,0,S,11,7,4.0,S
34041,34,PSICOLOGIA,UNIVERSIDAD DE TALCA,7,20,30,20,20,0,10.0,10.0,N,485,,135,10.0,,,,N,,,S,21,21,3.0,N,,0,S,10,7,,N
34042,34,PEDAGOGÃA EN EDUCACIÃ“N PARVULARIA CON MENCIÃ“N EN ALEMÃN,UNIVERSIDAD DE TALCA,7,20,30,30,10,0,10.0,10.0,N,485,,5,7.0,,,,N,,,S,21,21,3.0,S,,1,N,0,13,,N
34048,34,PEDAGOGIA EN EDUCACIÃ“N MEDIA EN INGLÃ‰S,UNIVERSIDAD DE TALCA,7,20,30,30,10,0,10.0,,N,485,,35,12.0,,,,N,,,N,21,21,3.0,S,,1,S,7,7,,N
34049,34,PEDAGOGÃA EN EDUCACIÃ“N MEDIA EN ALEMÃN,UNIVERSIDAD DE TALCA,7,20,30,30,10,0,10.0,,N,485,,10,7.0,,,,N,,,N,21,21,3.0,S,,1,N,0,13,,N
34051,34,DERECHO,UNIVERSIDAD DE TALCA,7,20,30,25,10,0,15.0,,N,485,,140,10.0,,,,N,,,N,21,21,2.0,N,,0,S,9,7,,N
34055,34,AUDITORIA E INGENIERÃA EN CONTROL DE GESTIÃ“N,UNIVERSIDAD DE TALCA,7,20,30,10,30,0,10.0,10.0,N,485,,90,14.0,,,,N,,,S,21,21,3.0,N,,0,S,11,7,,N
34060,34,ARQUITECTURA,UNIVERSIDAD DE TALCA,7,20,30,15,25,0,10.0,,N,485,,70,10.0,,,,N,,,N,21,21,3.0,N,,0,S,12,7,,N
34062,34,DISEÃ‘O,UNIVERSIDAD DE TALCA,7,20,30,20,20,0,10.0,10.0,N,485,,55,18.0,,,,N,,,S,21,21,3.0,N,,0,S,11,7,,N
34068,34,INGENIERIA CIVIL DE MINAS,UNIVERSIDAD DE TALCA,7,20,30,10,20,10,,10.0,S,485,,75,14.0,,,,N,,,N,21,21,3.0,N,,0,S,10,7,6.0,S
34069,34,PEDAGOGÃA EN EDUCACIÃ“N GENERAL BÃSICA CON MENCIÃ“N EN ALEMÃN,UNIVERSIDAD DE TALCA,7,20,30,30,10,0,10.0,10.0,N,485,,10,7.0,,,,N,,,S,21,21,3.0,S,,1,N,0,13,,N
34078,34,INGENIERÃA CIVIL ELÃ‰CTRICA,UNIVERSIDAD DE TALCA,7,20,30,10,20,10,,10.0,S,485,,60,5.0,,,,N,,,N,21,21,3.0,N,,0,S,10,7,6.0,S
34079,34,INGENIERÃA EN DESARROLLO DE VIDEOJUEGOS Y REALIDAD VIRTUAL,UNIVERSIDAD DE TALCA,7,20,30,10,20,10,,10.0,S,485,,65,7.0,,,,N,,,N,21,21,3.0,N,,0,S,8,7,5.0,S
34084,34,PEDAGOGÃA EN EDUCACIÃ“N MEDIA EN MATEMÃTICA Y FÃSICA,UNIVERSIDAD DE TALCA,7,20,30,10,25,5,,10.0,S,485,,20,12.0,,,,N,,,N,21,21,1.0,S,,1,S,7,7,,N
34085,34,PEDAGOGÃA EN EDUCACIÃ“N MEDIA EN BIOLOGÃA Y QUÃMICA,UNIVERSIDAD DE TALCA,7,20,30,10,30,0,,10.0,N,485,,20,12.0,,,,N,,,N,21,21,1.0,S,,1,S,7,7,,N
34086,34,BIOQUÃMICA,UNIVERSIDAD DE TALCA,7,20,30,10,25,0,,15.0,N,485,,50,12.0,,,,N,,,N,21,21,1.0,N,,0,S,10,7,,S
34087,34,LICENCIATURA EN INTERPRETACIÃ“N Y FORMACIÃ“N MUSICAL ESPECIALIZADA,UNIVERSIDAD DE TALCA,7,10,10,10,10,0,10.0,,N,485,,15,7.0,,,,S,PONDERA,50.0,N,21,21,3.0,N,,0,S,3,7,,N
34088,34,ADMINISTRACIÃ“N PÃšBLICA,UNIVERSIDAD DE TALCA,7,20,30,20,20,0,10.0,,N,485,,55,10.0,,,,N,,,N,21,21,1.0,N,,0,S,9,7,,N
34101,34,TERAPIA OCUPACIONAL,UNIVERSIDAD DE TALCA,7,20,30,15,25,0,10.0,10.0,N,485,,55,12.0,,,,N,,,S,21,21,,N,,0,S,9,7,,N
34102,34,INGENIERÃA CIVIL PLAN COMÃšN,UNIVERSIDAD DE TALCA,7,20,30,10,20,10,,10.0,S,485,,40,4.0,,,,N,,,N,21,21,,N,,0,S,1,7,2.0,S
34103,34,INGENIERÃA CIVIL PLAN COMÃšN,UNIVERSIDAD DE TALCA,7,20,30,10,20,10,,10.0,S,485,,20,2.0,,,,N,,,N,21,21,,N,,0,S,1,7,1.0,S
35001,35,KINESIOLOGIA,UNIVERSIDAD CATOLICA DEL MAULE,7,10,40,15,20,0,,15.0,N,485,500.0,70,10.0,,,,N,,,N,21,21,5.0,N,,0,S,11,7,,N
35002,35,ENFERMERÃA,UNIVERSIDAD CATOLICA DEL MAULE,7,10,40,15,20,0,,15.0,N,485,500.0,70,10.0,,,,N,,,N,21,21,4.0,N,,0,S,11,7,,N
35004,35,PSICOLOGIA,UNIVERSIDAD CATOLICA DEL MAULE,7,10,40,20,20,0,10.0,10.0,N,485,500.0,75,10.0,,,,N,,,S,21,21,2.0,N,,0,S,12,7,,N
35005,35,MEDICINA,UNIVERSIDAD CATOLICA DEL MAULE,7,20,30,10,25,0,,15.0,N,485,500.0,70,5.0,,,,N,,,N,21,21,2.0,N,,0,S,2,7,,N
35006,35,ENFERMERÃA,UNIVERSIDAD CATOLICA DEL MAULE,7,10,40,15,20,0,,15.0,N,485,500.0,70,10.0,,,,N,,,N,21,21,4.0,N,,0,S,10,7,,N
35007,35,NUTRICION Y DIETETICA,UNIVERSIDAD CATOLICA DEL MAULE,7,10,40,15,20,0,,15.0,N,485,500.0,70,10.0,,,,N,,,N,21,21,2.0,N,,0,S,12,7,,N
35011,35,PEDAGOGIA EN EDUCACION  FISICA,UNIVERSIDAD CATOLICA DEL MAULE,7,10,40,20,20,0,,10.0,N,485,500.0,60,,,,,N,,,N,21,21,2.0,S,,0,S,13,7,,N
35013,35,PEDAGOGIA EN RELIGION Y FILOSOFIA,UNIVERSIDAD CATOLICA DEL MAULE,7,10,40,20,10,0,20.0,,N,485,500.0,10,,,,,N,,,N,21,21,2.0,S,,0,S,4,7,,N
35016,35,"PEDAGOGIA EN CIENCIAS. M/ BIOLOGIA, QUIMICA O FISICA",UNIVERSIDAD CATOLICA DEL MAULE,7,10,40,10,15,0,,25.0,N,485,500.0,30,,,,,N,,,N,21,21,2.0,S,,0,S,16,7,,N
35017,35,PEDAGOGIA EN MATEMATICA Y COMPUTACION,UNIVERSIDAD CATOLICA DEL MAULE,7,10,40,10,25,5,,10.0,S,485,500.0,45,,,,,N,,,N,21,21,2.0,S,,0,S,11,7,,N
35018,35,PED.EDUCACION GENERAL BASICA: M/LENGUAJE-MATEM. -CS. NAT.  Y CS.SOC.,UNIVERSIDAD CATOLICA DEL MAULE,7,10,40,20,20,0,10.0,10.0,N,485,500.0,45,,,,,N,,,S,21,21,2.0,S,,0,S,8,7,,N
35019,35,PEDAGOGIA EN INGLES,UNIVERSIDAD CATOLICA DEL MAULE,7,10,40,25,15,0,10.0,,N,485,500.0,75,10.0,,,,N,,,N,21,21,2.0,S,,0,S,9,7,,N
35020,35,PEDAGOGÃA EN EDUCACIÃ“N ESPECIAL CON MENCIÃ“N,UNIVERSIDAD CATOLICA DEL MAULE,7,10,40,25,15,0,,10.0,N,485,500.0,50,,,,,N,,,N,21,21,2.0,S,,0,S,11,7,,N
35023,35,PEDAGOGIA EN LENGUA CASTELLANA Y COMUNICACION,UNIVERSIDAD CATOLICA DEL MAULE,7,10,40,25,15,0,10.0,,N,485,500.0,40,,,,,N,,,N,21,21,2.0,S,,0,S,8,7,,N
35029,35,AGRONOMIA,UNIVERSIDAD CATOLICA DEL MAULE,7,10,40,15,20,0,,15.0,N,485,500.0,60,10.0,,,,N,,,N,21,21,2.0,N,,0,S,11,7,,N
35033,35,INGENIERIA EN BIOTECNOLOGIA,UNIVERSIDAD CATOLICA DEL MAULE,7,10,40,15,15,5,,15.0,S,485,500.0,55,,,,,N,,,N,21,21,2.0,N,,0,S,11,7,,S
35040,35,INGENIERIA CIVIL INFORMATICA,UNIVERSIDAD CATOLICA DEL MAULE,7,10,40,10,25,5,,10.0,S,485,500.0,105,20.0,,,,N,,,N,21,21,2.0,N,,0,S,13,7,4.0,S
35041,35,INGENIERIA EN CONSTRUCCION,UNIVERSIDAD CATOLICA DEL MAULE,7,10,40,10,25,5,,10.0,S,485,500.0,60,,,,,N,,,N,21,21,2.0,N,,0,S,7,7,,S
35052,35,TRABAJO SOCIAL,UNIVERSIDAD CATOLICA DEL MAULE,7,10,40,25,10,0,15.0,,N,485,500.0,35,,,,,N,,,N,21,21,2.0,N,,0,S,16,7,,N
35055,35,SOCIOLOGIA,UNIVERSIDAD CATOLICA DEL MAULE,7,10,40,15,25,0,10.0,,N,485,500.0,25,,,,,N,,,N,21,21,2.0,N,,0,S,6,7,,N
35056,35,INGENIERIA COMERCIAL,UNIVERSIDAD CATOLICA DEL MAULE,7,10,40,15,25,0,10.0,,N,485,500.0,110,10.0,,,,N,,,N,21,21,2.0,N,,0,S,13,7,,N
35057,35,INGENIERIA CIVIL INDUSTRIAL,UNIVERSIDAD CATOLICA DEL MAULE,7,10,40,10,25,5,,10.0,S,485,500.0,125,20.0,,,,N,,,N,21,21,2.0,N,,0,S,13,7,4.0,S
35058,35,INGENIERIA CIVIL,UNIVERSIDAD CATOLICA DEL MAULE,7,10,40,10,25,5,,10.0,S,485,500.0,75,,,,,N,,,N,21,21,2.0,N,,0,S,10,7,2.0,S
35059,35,INGENIERIA DE EJECUCIÃ“N EN COMPUTACIÃ“N E INFORMÃTICA (VESPERTINA),UNIVERSIDAD CATOLICA DEL MAULE,7,10,40,10,30,0,,10.0,N,485,500.0,20,,,,,N,,,N,21,21,2.0,N,,0,S,8,7,,S
35060,35,CONSTRUCCIÃ“N CIVIL (VESPERTINA),UNIVERSIDAD CATOLICA DEL MAULE,7,10,40,10,30,0,,10.0,N,485,500.0,15,,,,,N,,,N,21,21,2.0,N,,0,S,8,7,,S
35061,35,"PED.EDUCACIÃ“N GENERAL BÃSICA:M/LENGUAJE,MATEM. CS.NAT. Y CS.SOC.",UNIVERSIDAD CATOLICA DEL MAULE,7,10,40,20,20,0,10.0,10.0,N,485,500.0,50,,,,,N,,,S,21,21,2.0,S,,0,S,10,7,,N
35062,35,DERECHO,UNIVERSIDAD CATOLICA DEL MAULE,7,10,40,25,10,0,15.0,,N,485,500.0,100,15.0,,,,N,,,N,21,21,5.0,N,,0,S,13,7,,N
35064,35,ADMINISTRACIÃ“N PÃšBLICA,UNIVERSIDAD CATOLICA DEL MAULE,7,10,40,20,20,0,10.0,,N,485,500.0,30,10.0,,,,N,,,N,21,21,2.0,N,,0,S,11,7,,N
35065,35,INGENIERÃA CIVIL ELECTRÃ“NICA,UNIVERSIDAD CATOLICA DEL MAULE,7,10,40,10,25,5,,10.0,S,485,500.0,35,,,,,N,,,N,21,21,2.0,N,,0,S,11,7,,S
35066,35,TRABAJO SOCIAL,UNIVERSIDAD CATOLICA DEL MAULE,7,10,40,25,10,0,15.0,,N,485,500.0,70,,,,,N,,,N,21,21,2.0,N,,0,S,11,7,,N
35068,35,TECNOLOGÃA MÃ‰DICA CON MENCIÃ“N EN IMAGENOLOGIA U OFTALMOLOGIA,UNIVERSIDAD CATOLICA DEL MAULE,7,10,40,15,20,0,,15.0,N,485,500.0,65,10.0,,,,N,,,N,21,21,3.0,N,,0,S,11,7,,N
35069,35,INGENIERÃA EN ESTADÃSTICA,UNIVERSIDAD CATOLICA DEL MAULE,7,10,40,10,25,5,10.0,10.0,S,485,500.0,30,,,,,N,,,S,21,21,2.0,N,,0,S,15,7,2.0,S
35071,35,QUÃMICA Y FARMACIA,UNIVERSIDAD CATOLICA DEL MAULE,7,20,30,10,25,0,,15.0,N,485,500.0,75,10.0,,,,N,,,N,21,21,2.0,N,,0,S,11,7,,N
35072,35,ARQUITECTURA,UNIVERSIDAD CATOLICA DEL MAULE,7,10,40,15,25,0,10.0,10.0,N,485,500.0,60,15.0,,,,N,,,S,21,21,2.0,N,,0,S,8,7,,N
35073,35,INGENIERÃA EN RECURSOS NATURALES,UNIVERSIDAD CATOLICA DEL MAULE,7,10,40,15,15,5,,15.0,S,485,500.0,20,,,,,N,,,N,21,21,2.0,N,,0,S,16,7,,S
35074,35,CONTADOR PÃšBLICO Y AUDITOR,UNIVERSIDAD CATOLICA DEL MAULE,7,10,40,15,25,0,10.0,,N,485,500.0,40,,,,,N,,,N,21,21,2.0,N,,0,S,15,7,,N
35075,35,CONTADOR PÃšBLICO Y AUDITOR,UNIVERSIDAD CATOLICA DEL MAULE,7,10,40,15,25,0,10.0,,N,485,500.0,40,5.0,,,,N,,,N,21,21,2.0,N,,0,S,15,7,,N
35076,35,PEDAGOGÃA EN EDUCACIÃ“N PARVULARIA CON MENCIÃ“N,UNIVERSIDAD CATOLICA DEL MAULE,7,10,40,20,20,0,10.0,10.0,N,485,500.0,50,,,,,N,,,S,21,21,2.0,S,,0,S,11,7,,N
35077,35,PEDAGOGÃA EN EDUCACIÃ“N PARVULARIA CON MENCIÃ“N,UNIVERSIDAD CATOLICA DEL MAULE,7,10,40,20,20,0,10.0,10.0,N,485,500.0,40,,,,,N,,,S,21,21,2.0,S,,0,S,10,7,,N
35078,35,GEOLOGÃA,UNIVERSIDAD CATOLICA DEL MAULE,7,10,40,10,25,0,,15.0,N,485,500.0,65,10.0,,,,N,,,N,21,21,2.0,N,,0,S,12,7,,S
35079,35,BIOINGENIERÃA MÃ‰DICA,UNIVERSIDAD CATOLICA DEL MAULE,7,20,30,10,25,5,,10.0,S,485,500.0,50,10.0,,,,N,,,N,21,21,2.0,N,,0,S,10,7,,S
